gauge_id,station_type,daily_flow_period_start,daily_flow_period_end,daily_flow_perc_complete,hourly_flow_period_start,hourly_flow_period_end,hourly_flow_perc_complete,bankfull_flow,structurefull_flow,max_gauging_flow_date,max_gauging_flow,max_daily_flow,daily_flow_extrap_dur,max_hourly_flow,hourly_flow_extrap_dur,q5_uncert_upper,q5_uncert_lower,q25_uncert_upper,q25_uncert_lower,q50_uncert_upper,q50_uncert_lower,q75_uncert_upper,q75_uncert_lower,q95_uncert_upper,q95_uncert_lower,q99_uncert_upper,q99_uncert_lower,quncert_meta
40022,FV,2001-01-01,2022-09-30,41.40,1990-10-01 09:00:00,2022-10-01 08:00:00,99.21,NaN,NaN,29-Jan-1988 00:00:00,7.33,6.21,0.00,7.25,0.00,50.54,-48.45,26.91,-27.55,21.43,-21.43,29.93,-27.98,24.04,-25.99,16.82,-16.97,Calculated discharge uncertainties
40033,FV,1976-01-06,2022-09-30,81.22,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,28-Feb-2024 11:37:11,1.84,3.01,0.20,3.39,0.26,31.77,-31.54,23.67,-23.36,16.44,-16.71,10.82,-11.01,14.76,-14.41,NaN,NaN,Calculated discharge uncertainties
4003,VA,1974-01-01,2022-09-30,93.75,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,12-Sep-1995 12:00:00,97.39,123.10,0.02,233.80,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No stage-discharge measurements available
4005,VA,1986-01-01,2022-09-30,70.67,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,103.30,NaN,03-Dec-1986 12:10:00,93.97,131.80,0.03,160.23,0.09,48.09,-45.92,26.70,-25.69,20.75,-20.54,14.97,-15.31,8.67,-8.35,NaN,NaN,Calculated discharge uncertainties
4006,VA,1989-11-01,2022-09-30,63.30,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,80.50,NaN,02-Feb-2016 12:01:00,98.93,96.10,0.00,116.64,0.01,23.83,-24.03,19.29,-20.42,13.93,-14.44,10.15,-10.44,8.37,-8.28,9.33,-9.50,Calculated discharge uncertainties
41001,CC,1970-10-01,2022-09-30,99.94,1990-10-01 09:00:00,2022-10-01 08:00:00,98.19,NaN,8.80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
41003,FVVA,1970-10-01,2022-09-30,96.96,1990-10-01 09:00:00,2022-10-01 08:00:00,95.44,NaN,50.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
41004,US,1970-10-01,2022-09-30,92.58,1990-10-01 09:00:00,2022-10-01 08:00:00,96.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
41005,FVVA,1970-10-01,2022-09-30,99.40,1990-10-01 09:00:00,2022-10-01 08:00:00,98.83,NaN,12.20,12-Oct-2000 13:15:00,84.89,64.00,0.00,94.35,0.00,229.52,-100.00,137.93,-98.76,108.25,-82.30,42.45,-42.12,17.60,-17.03,14.21,-14.20,Calculated discharge uncertainties
41006,FV,1970-10-01,2022-09-30,99.65,1990-10-01 09:00:00,2022-10-01 08:00:00,99.03,NaN,76.00,02-Jan-2003 17:58:00,40.16,59.68,0.01,132.10,0.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
41009,CC,1970-10-01,2022-09-30,88.24,1990-10-01 09:00:00,2022-10-01 08:00:00,99.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
41011,CC,1970-10-01,2022-09-30,99.74,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,67.00,05-Jan-2016 11:32:51,7.67,54.70,3.52,124.66,3.72,NaN,NaN,15.56,-14.83,11.45,-10.65,23.07,-18.27,12.01,-8.92,NaN,NaN,Calculated discharge uncertainties
41012,CC,1970-10-01,2022-09-30,99.16,1990-10-01 09:00:00,2022-10-01 08:00:00,98.57,NaN,30.00,04-Nov-2022 12:11:36,17.52,41.20,0.87,51.88,1.30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
41013,FLB,1970-10-01,2022-09-30,98.60,1990-10-01 09:00:00,2022-10-01 08:00:00,99.13,NaN,8.80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
41014,FVUS,1970-10-01,2022-09-30,97.69,2003-01-01 09:00:00,2022-10-01 08:00:00,47.10,NaN,NaN,26-Nov-1993 12:15:00,67.17,162.00,1.08,174.50,0.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
41016,CC,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.50,NaN,10.00,17-Jan-2008 15:09:00,8.33,8.46,0.01,19.89,0.08,NaN,NaN,29.57,-23.48,17.11,-17.00,15.18,-14.81,15.17,-14.95,7.19,-7.24,Calculated discharge uncertainties
41019,CC,1970-10-01,2022-09-30,99.44,1990-10-01 09:00:00,2022-10-01 08:00:00,99.38,NaN,84.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
41020,C US,1970-10-01,2022-09-30,97.96,1990-10-01 09:00:00,2022-10-01 08:00:00,96.42,NaN,25.00,22-Jan-2009 12:10:00,13.20,13.01,0.00,19.16,0.14,27.96,-27.28,20.54,-19.11,18.25,-16.76,22.36,-19.89,8.87,-8.82,9.67,-9.28,Calculated discharge uncertainties
41022,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,98.61,NaN,41.00,04-Jan-2001 10:55:00,13.20,22.71,0.07,38.91,0.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
41023,FV,1970-12-03,2022-09-30,99.67,1991-02-15 14:00:00,2022-10-01 08:00:00,90.21,NaN,NaN,14-Dec-2000 19:22:00,7.94,7.78,0.00,7.82,0.00,NaN,NaN,NaN,NaN,NaN,NaN,55.03,-53.86,14.18,-14.65,10.48,-10.67,Calculated discharge uncertainties
41025,CC,1971-12-14,2022-09-30,97.56,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,NaN,56.80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No stage-discharge measurements available
41027,C,1972-11-01,2022-09-30,95.90,1990-10-01 09:00:00,2022-10-01 08:00:00,99.53,NaN,43.50,NaN,NaN,NaN,NaN,NaN,NaN,37.52,-36.93,29.61,-28.88,20.21,-18.75,16.13,-15.97,10.95,-10.72,9.71,-9.65,Calculated discharge uncertainties
41028,TPFL,1970-10-01,2022-09-30,97.71,1990-10-01 09:00:00,2022-10-01 08:00:00,98.40,NaN,13.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
41029,FV,1978-10-06,2022-09-30,84.59,1990-10-01 09:00:00,2022-10-01 08:00:00,98.86,NaN,58.90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
42001,FV,1970-10-01,2022-09-30,98.88,1990-10-01 09:00:00,2022-10-01 08:00:00,98.82,10.00,9.20,30-Oct-2000 11:30:00,22.31,18.60,0.00,49.32,0.03,74.26,-72.10,28.41,-27.19,15.98,-17.60,25.34,-22.91,24.99,-24.07,14.19,-12.52,Calculated discharge uncertainties
42003,TPVA,1970-10-01,2022-07-31,99.10,1990-10-01 09:00:00,2022-10-01 08:00:00,99.42,7.90,7.10,30-Oct-2000 10:47:00,38.83,28.00,0.00,80.27,0.02,29.16,-28.52,15.35,-16.83,18.37,-17.87,21.27,-21.68,26.38,-25.09,26.52,-26.14,Calculated discharge uncertainties
42004,VA,1970-10-01,2022-09-30,99.87,,,0.00,26.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
42006,FV,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,96.06,4.10,4.60,08-Jan-2014 11:48:56,8.37,7.65,0.00,628.26,0.02,21.91,-21.83,17.94,-17.12,14.35,-14.02,13.20,-13.02,16.00,-13.83,10.00,-9.09,Calculated discharge uncertainties
42008,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,2.80,2.80,10-Feb-2014 15:44:44,3.99,4.56,0.07,4.80,0.13,18.05,-17.86,14.70,-14.65,14.72,-14.75,13.45,-13.23,8.94,-8.52,8.14,-11.20,Calculated discharge uncertainties
42010,C+TP,1970-10-01,2022-09-30,99.52,1990-10-01 09:00:00,2022-10-01 08:00:00,99.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.29,-11.25,14.55,-14.53,11.38,-11.52,10.80,-10.77,9.79,-9.60,10.57,-10.20,Calculated discharge uncertainties
42011,C,1972-09-01,2022-09-30,96.31,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,5.50,4.70,20-Jul-2007 13:51:00,5.88,11.89,0.01,41.80,0.22,22.46,-24.42,11.65,-11.40,12.34,-12.53,8.64,-8.52,10.05,-9.43,10.71,-10.62,Calculated discharge uncertainties
42016,EM,1975-10-01,2022-09-30,88.44,1990-10-01 09:00:00,2022-10-01 08:00:00,98.10,10.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
42017,VA,1979-02-26,2022-09-30,72.45,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,22.60,NaN,11-Jun-2012 11:37:32,18.00,5.52,0.00,20.17,0.00,257.75,-99.25,190.20,-87.05,63.01,-62.71,33.02,-34.89,53.75,-53.29,32.42,-32.35,Calculated discharge uncertainties
42024,EM,1989-01-09,2022-09-30,64.12,1990-10-01 09:00:00,2022-10-01 08:00:00,96.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
42026,FV,2000-01-01,2022-09-30,43.52,1993-03-06 00:00:00,2022-10-01 08:00:00,91.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115.23,-81.40,22.72,-22.13,13.72,-13.24,14.15,-13.34,7.86,-7.89,7.23,-7.11,Calculated discharge uncertainties
42027,EM,2000-01-01,2022-09-30,43.74,1995-01-29 02:00:00,2022-10-01 08:00:00,85.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
43005,C B,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.92,1.37,31.00,09-Dec-2000 11:50:00,25.70,25.18,0.00,30.21,0.01,19.84,-20.02,12.71,-12.70,11.86,-11.76,9.28,-9.22,8.42,-8.19,12.83,-12.91,Calculated discharge uncertainties
43006,C,1970-10-01,2022-09-30,99.98,1990-10-01 09:00:00,2022-10-01 08:00:00,99.93,43.00,NaN,08-Dec-2000 14:05:00,34.73,27.73,0.00,37.36,0.00,19.66,-18.71,16.77,-16.34,16.15,-16.20,7.87,-7.54,8.63,-8.31,9.22,-9.28,Calculated discharge uncertainties
43007,CC,1973-01-01,2022-09-30,95.67,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,128.00,17-Feb-2020 13:50:00,157.35,168.30,0.01,263.55,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
43008,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,36.90,NaN,08-Jan-2014 12:50:00,28.60,29.40,0.01,29.72,0.02,19.00,-18.06,12.22,-12.14,10.92,-10.73,9.35,-9.47,9.95,-9.73,9.08,-9.06,Calculated discharge uncertainties
43009,CC,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.72,NaN,60.00,11-Feb-1974 00:00:00,156.00,138.00,0.00,216.56,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
43014,C,1971-10-01,2022-09-30,97.89,1990-10-01 09:00:00,2022-10-01 08:00:00,99.93,NaN,6.00,07-Jan-2014 12:15:00,5.25,6.03,0.02,7.32,0.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
43017,C,1971-10-01,2022-09-30,98.04,1990-10-01 09:00:00,2022-10-01 08:00:00,99.91,NaN,9.20,07-Jan-2014 12:36:01,7.73,10.62,0.06,13.19,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
43018,C,1974-11-01,2022-09-30,92.14,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,14.10,NaN,07-Jan-2014 14:45:00,14.84,15.20,0.01,17.13,0.01,18.94,-17.67,20.22,-18.98,23.49,-24.24,11.28,-11.54,8.87,-8.71,NaN,NaN,Calculated discharge uncertainties
43021,US,1975-01-01,2022-09-30,91.58,1994-04-01 09:00:00,2022-10-01 08:00:00,88.44,55.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No stage-discharge measurements available
44001,MIS,1970-10-01,2022-09-30,100.00,1992-01-01 09:00:00,2022-10-01 08:00:00,96.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.98,-15.75,12.48,-12.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
44002,FL,1970-10-01,2022-09-30,100.00,1992-01-01 09:00:00,2022-10-01 08:00:00,96.09,NaN,16.00,06-Jan-2014 15:07:00,23.43,13.30,0.00,13.94,0.00,NaN,NaN,15.08,-14.51,11.78,-11.52,15.76,-15.50,10.94,-10.59,NaN,NaN,Calculated discharge uncertainties
44006,C,1970-10-01,2022-09-30,100.00,1992-01-01 09:00:00,2022-10-01 08:00:00,96.05,NaN,1.00,10-Jul-2012 10:51:32,0.82,1.13,0.22,1.86,0.42,NaN,NaN,17.27,-16.75,12.43,-11.69,13.87,-13.60,9.87,-9.50,8.43,-8.74,Calculated discharge uncertainties
44009,FV,1975-07-01,2022-09-30,90.71,1990-10-01 09:00:00,2022-10-01 08:00:00,99.73,3.30,3.50,07-Jul-2012 14:35:42,2.55,2.36,0.00,5.10,0.01,23.12,-21.47,16.52,-15.34,15.71,-15.61,13.80,-13.90,12.72,-12.45,11.54,-11.49,Calculated discharge uncertainties
44011,FVUS,1996-03-01,2022-09-30,51.12,1996-03-01 09:00:00,2022-10-01 08:00:00,83.08,NaN,NaN,07-Jul-2012 14:35:52,33.80,20.30,0.00,33.30,0.00,NaN,NaN,17.85,-17.54,13.40,-13.19,12.36,-12.32,14.69,-14.53,11.68,-11.53,Calculated discharge uncertainties
45001,FVVA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,185.00,NaN,19-Dec-1965 00:01:00,333.09,254.00,0.00,308.90,0.00,20.96,-20.87,24.06,-24.05,16.18,-16.41,10.72,-10.79,11.59,-11.60,9.82,-9.89,Calculated discharge uncertainties
45003,FVVA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,42.00,NaN,27-Jan-1984 14:45:00,99.33,83.90,0.00,190.35,0.02,15.79,-15.50,21.01,-20.53,12.13,-11.97,9.61,-9.66,9.42,-9.42,8.24,-8.06,Calculated discharge uncertainties
45004,CCVA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,NaN,75.00,13-Oct-1993 09:15:00,126.25,177.00,0.01,307.95,0.05,17.79,-17.74,13.78,-13.77,13.31,-13.38,11.95,-11.98,14.43,-14.58,29.36,-29.31,Calculated discharge uncertainties
45005,FVVA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,88.00,NaN,08-Dec-2000 00:50:00,165.91,86.40,0.00,203.01,0.00,14.50,-13.96,12.38,-12.96,13.37,-13.29,10.61,-10.74,7.55,-7.68,9.34,-9.45,Calculated discharge uncertainties
45009,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.95,90.00,NaN,09-Jan-1968 12:10:00,45.93,74.30,0.09,99.50,0.13,33.20,-33.83,39.40,-37.58,20.88,-21.06,13.89,-12.07,9.86,-9.38,10.29,-10.04,Calculated discharge uncertainties
45012,VA,1970-10-01,2022-09-30,99.88,1990-10-01 09:00:00,2022-10-01 08:00:00,99.78,110.00,NaN,25-Jan-1966 15:30:00,103.47,108.00,0.01,322.14,0.03,34.36,-33.95,44.17,-43.58,20.96,-20.80,11.47,-11.53,11.40,-11.25,8.15,-8.15,Calculated discharge uncertainties
46003,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,418.00,NaN,16-Jan-1984 15:50:00,273.50,267.00,0.00,362.53,0.01,20.97,-20.48,16.84,-16.54,13.77,-13.96,11.79,-11.81,7.68,-7.81,8.48,-8.46,Calculated discharge uncertainties
46005,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,50.00,NaN,27-Dec-1979 15:30:00,53.85,29.00,0.00,66.75,0.00,18.71,-18.24,16.97,-17.48,12.96,-12.88,10.91,-10.71,11.42,-11.09,18.26,-17.84,Calculated discharge uncertainties
46008,FV+VA,1971-02-28,2022-09-30,82.61,1990-10-01 09:00:00,2022-10-01 08:00:00,99.84,67.00,NaN,15-Jan-2008 11:26:32,73.37,57.00,0.00,121.88,0.02,31.41,-30.96,38.95,-38.49,18.02,-17.10,14.66,-14.16,8.94,-8.93,8.67,-8.68,Calculated discharge uncertainties
46014,US,2004-02-17,2022-09-30,35.81,2004-02-17 10:00:00,2022-10-01 08:00:00,58.19,NaN,NaN,06-Mar-2007 07:24:00,109.75,99.37,0.00,139.19,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No stage-discharge measurements available
47001,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,550.00,NaN,30-Oct-2000 15:10:00,515.20,484.00,0.00,509.75,0.00,17.08,-17.02,14.94,-15.38,9.82,-9.66,6.98,-7.28,8.96,-9.17,9.57,-9.59,Calculated discharge uncertainties
47004,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,67.00,NaN,27-Dec-1979 17:15:00,69.74,75.91,0.01,116.08,0.03,22.35,-22.36,23.54,-22.39,14.98,-14.86,13.97,-13.55,9.44,-9.54,11.61,-10.99,Calculated discharge uncertainties
47005,VA,1970-10-01,2022-09-30,80.40,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,27-Dec-1979 18:00:00,139.80,82.79,0.00,119.56,0.00,33.15,-30.70,20.27,-19.06,21.30,-21.41,14.83,-14.75,19.60,-19.61,15.76,-15.51,Calculated discharge uncertainties
47008,CC,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,139.90,145.00,06-Nov-2005 12:53:00,35.48,65.00,0.02,80.45,0.09,19.83,-19.02,15.02,-15.01,13.51,-13.48,16.96,-16.81,22.54,-11.79,21.94,-17.03,Calculated discharge uncertainties
47009,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,48.90,50.00,16-Jan-2023 11:11:00,6.78,12.80,0.27,17.60,0.37,29.87,-28.27,21.08,-21.68,14.04,-14.11,8.89,-8.63,11.29,-11.02,8.38,-9.62,Calculated discharge uncertainties
47011,CC,1971-05-31,2022-09-30,63.07,2000-04-17 11:00:00,2022-10-01 08:00:00,70.17,NaN,48.00,04-Aug-2009 13:32:00,37.56,56.50,0.03,99.50,0.13,23.15,-22.81,13.97,-13.95,17.92,-17.94,42.70,-41.26,21.26,-19.25,12.90,-18.60,Calculated discharge uncertainties
47014,MIS,1976-05-19,2022-09-30,88.24,1990-10-01 09:00:00,2022-10-01 08:00:00,98.49,46.00,40.00,29-Jul-2009 13:20:00,31.90,38.63,0.02,86.89,0.14,23.07,-23.14,16.77,-17.25,10.98,-10.83,9.97,-10.01,17.72,-17.38,13.68,-13.72,Calculated discharge uncertainties
47018,VA,1989-01-01,2022-09-30,64.90,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,25.80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.85,-53.91,21.09,-20.98,20.12,-20.16,19.81,-19.67,20.14,-20.10,15.69,-15.82,Calculated discharge uncertainties
48003,FLVA,1978-06-08,2022-09-30,85.22,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,13.00,3.20,08-Dec-2000 13:18:00,20.09,18.60,0.00,21.70,0.01,20.23,-19.86,13.35,-13.28,12.21,-12.11,11.66,-11.39,12.25,-12.06,12.86,-13.76,Calculated discharge uncertainties
48004,CC,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,40.80,43.00,07-Dec-2023 10:19:00,6.72,12.50,0.05,33.75,0.17,18.08,-17.76,15.49,-15.54,13.22,-13.03,11.19,-11.66,11.42,-11.05,10.74,-10.37,Calculated discharge uncertainties
48005,US,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,23.90,27.60,27-Jan-1988 20:05:00,8.65,6.52,0.00,13.10,0.01,26.26,-25.93,20.62,-20.17,16.99,-16.44,13.06,-12.49,19.31,-19.08,18.08,-16.27,Calculated discharge uncertainties
48011,CC,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,145.80,74.40,22-Dec-2012 14:30:00,86.32,82.58,0.00,86.21,0.00,16.44,-15.94,13.70,-13.77,10.70,-10.62,12.77,-12.54,11.07,-11.16,17.60,-17.54,Calculated discharge uncertainties
49001,VA,1970-10-01,2019-03-12,93.17,1990-10-01 09:00:00,2003-02-17 06:00:00,38.69,43.00,NaN,17-Nov-1980 13:50:00,54.13,89.33,0.03,145.75,0.13,18.22,-17.89,15.44,-15.33,9.42,-9.20,11.48,-11.55,12.52,-12.43,16.69,-17.19,Calculated discharge uncertainties
49002,CC,1970-10-01,2022-09-30,99.71,1990-10-01 09:00:00,2022-10-01 08:00:00,99.51,21.30,22.80,22-Dec-2012 11:30:00,11.03,8.62,0.00,11.53,0.00,20.28,-19.44,14.09,-13.93,15.00,-14.14,11.82,-11.45,12.51,-12.26,9.65,-9.75,Calculated discharge uncertainties
49004,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,40.00,40.80,24-Jan-2014 10:33:56,8.72,11.40,0.04,30.29,0.14,33.02,-32.84,18.66,-18.66,15.12,-15.19,14.23,-14.16,9.31,-8.94,5.91,-5.86,Calculated discharge uncertainties
50001,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,170.00,NaN,10-Mar-1981 01:00:00,364.24,358.00,0.00,618.25,0.01,17.73,-17.42,13.62,-13.96,11.86,-11.72,8.73,-8.87,8.81,-8.75,9.84,-9.75,Calculated discharge uncertainties
50002,VA,1970-10-01,2022-09-30,98.87,1990-10-01 09:00:00,2022-10-01 08:00:00,99.95,187.00,NaN,28-Dec-1994 10:20:00,322.58,338.00,0.01,507.29,0.02,27.82,-27.89,30.48,-31.18,12.57,-12.34,7.41,-7.60,9.40,-9.42,7.20,-7.15,Calculated discharge uncertainties
50006,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,90.00,NaN,31-Jan-1983 00:00:00,169.20,164.00,0.00,195.31,0.01,20.33,-19.88,16.05,-15.88,13.21,-13.21,10.77,-10.82,12.41,-12.55,11.79,-11.76,Calculated discharge uncertainties
50007,FVVA,1973-11-12,2022-09-30,93.87,1990-10-01 09:00:00,2022-10-01 08:00:00,99.95,90.00,NaN,19-Nov-1986 10:40:00,38.47,42.50,0.03,105.22,0.07,18.18,-17.73,13.87,-13.52,13.05,-12.86,11.69,-11.49,9.49,-9.31,8.68,-8.90,Calculated discharge uncertainties
50008,FVVA,1988-02-22,2022-09-30,66.55,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,50.00,NaN,09-Feb-2009 17:16:00,52.09,36.50,0.00,96.85,0.03,28.76,-27.41,16.38,-16.72,13.81,-13.68,11.20,-10.75,8.77,-8.84,8.95,-8.87,Calculated discharge uncertainties
50011,FV+VA,1973-11-02,2022-09-30,74.96,1991-09-11 16:00:00,2022-10-01 08:00:00,97.05,NaN,NaN,06-Feb-2016 13:55:00,73.33,87.40,0.01,72.72,0.00,19.22,-19.08,16.48,-16.31,13.42,-13.49,10.75,-10.39,11.91,-11.88,8.70,-8.87,Calculated discharge uncertainties
5003,VA,1988-10-01,2021-09-30,63.46,1990-10-01 09:00:00,2021-10-01 09:00:00,96.88,124.80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.79,-14.20,10.15,-10.00,10.01,-10.09,7.87,-7.75,9.08,-9.08,7.18,-7.34,Calculated discharge uncertainties
51001,FV,1970-10-01,2022-09-30,99.55,1990-10-01 09:00:00,2022-10-01 08:00:00,99.63,68.00,NaN,16-Jan-1984 18:55:00,12.95,32.40,0.06,53.17,0.09,NaN,NaN,24.52,-22.53,21.61,-21.17,18.60,-18.14,15.71,-16.17,21.68,-23.67,Calculated discharge uncertainties
52004,C VA,1970-10-01,2022-09-30,99.99,1990-10-01 09:00:00,2022-10-01 08:00:00,94.35,33.00,2.50,13-Oct-1993 09:00:00,35.06,30.70,0.00,64.11,0.06,30.97,-30.46,25.18,-24.73,31.73,-32.20,23.75,-23.80,26.28,-25.96,21.20,-21.86,Calculated discharge uncertainties
